date,그림판매
2023-09-03,30.4
2023-09-04,30.4
2023-09-05,32.0
2023-09-06,36.8
2023-09-07,37.6
2023-09-08,36.8
2023-09-09,39.2
2023-09-10,36.8
2023-09-11,35.2
2023-09-12,29.6
2023-09-13,42.4
2023-09-14,49.6
2023-09-15,48.0
2023-09-16,42.4
2023-09-17,39.2
2023-09-18,36.0
2023-09-19,42.4
2023-09-20,36.8
2023-09-21,30.4
2023-09-22,28.0
2023-09-23,28.0
2023-09-24,32.8
2023-09-25,32.0
2023-09-26,31.2
2023-09-27,44.8
2023-09-28,22.4
2023-09-29,41.6
2023-09-30,24.8
2023-10-01,31.2
2023-10-02,40.79999
2023-10-03,45.6
2023-10-04,53.6
2023-10-05,21.6
2023-10-06,36.8
2023-10-07,20.0
2023-10-08,34.39999
2023-10-09,38.4
2023-10-10,40.79999
2023-10-11,34.39999
2023-10-12,37.6
2023-10-13,39.2
2023-10-14,28.0
2023-10-15,24.8
2023-10-16,38.4
2023-10-17,39.2
2023-10-18,33.6
2023-10-19,49.6
2023-10-20,38.4
2023-10-21,38.4
2023-10-22,32.0
2023-10-23,56.79999
2023-10-24,39.2
2023-10-25,35.2
2023-10-26,23.2
2023-10-27,43.2
2023-10-28,32.0
2023-10-29,42.4
2023-10-30,35.2
2023-10-31,31.2
2023-11-01,40.79999
2023-11-02,33.6
2023-11-03,50.4
2023-11-04,32.8
2023-11-05,32.8
2023-11-06,36.8
2023-11-07,36.0
2023-11-08,31.2
2023-11-09,29.6
2023-11-10,40.79999
2023-11-11,16.0
2023-11-12,32.0
2023-11-13,39.2
2023-11-14,48.8
2023-11-15,49.6
2023-11-16,40.79999
2023-11-17,41.6
2023-11-18,41.6
2023-11-19,54.4
2023-11-20,60.8
2023-11-21,52.8
2023-11-22,42.4
2023-11-23,49.6
2023-11-24,29.6
2023-11-25,37.6
2023-11-26,32.0
2023-11-27,59.2
2023-11-28,51.2
2023-11-29,67.2
2023-11-30,44.8
2023-12-01,42.4
2023-12-02,47.2
2023-12-03,33.6
2023-12-04,50.4
2023-12-05,41.6
2023-12-06,51.2
2023-12-07,40.0
2023-12-08,47.2
2023-12-09,28.8
2023-12-10,39.2
2023-12-11,49.6
2023-12-12,41.6
2023-12-13,66.4
2023-12-14,52.8
2023-12-15,38.4
2023-12-16,47.2
2023-12-17,36.8
2023-12-18,44.8
2023-12-19,43.2
2023-12-20,40.0
2023-12-21,36.8
2023-12-22,24.0
2023-12-23,29.6
2023-12-24,38.4
2023-12-25,38.4
2023-12-26,39.2
2023-12-27,34.39999
2023-12-28,33.6
2023-12-29,28.0
2023-12-30,36.0
2023-12-31,26.4
2024-01-01,33.6
2024-01-02,52.8
2024-01-03,40.0
2024-01-04,46.4
2024-01-05,43.2
2024-01-06,44.8
2024-01-07,43.2
2024-01-08,47.2
2024-01-09,52.0
2024-01-10,35.2
2024-01-11,44.0
2024-01-12,55.2
2024-01-13,31.2
2024-01-14,48.8
2024-01-15,38.4
2024-01-16,36.0
2024-01-17,58.4
2024-01-18,48.0
2024-01-19,37.6
2024-01-20,37.6
2024-01-21,46.4
2024-01-22,62.4
2024-01-23,47.2
2024-01-24,56.79999
2024-01-25,45.6
2024-01-26,45.6
2024-01-27,51.2
2024-01-28,51.2
2024-01-29,55.2
2024-01-30,53.6
2024-01-31,45.6
2024-02-01,47.2
2024-02-02,34.39999
2024-02-03,23.2
2024-02-04,53.6
2024-02-05,48.0
2024-02-06,54.4
2024-02-07,36.8
2024-02-08,30.4
2024-02-09,25.6
2024-02-10,40.0
2024-02-11,40.0
2024-02-12,38.4
2024-02-13,51.2
2024-02-14,32.8
2024-02-15,30.4
2024-02-16,45.6
2024-02-17,26.4
2024-02-18,32.0
2024-02-19,44.0
2024-02-20,57.6
2024-02-21,50.4
2024-02-22,43.2
2024-02-23,34.39999
2024-02-24,36.8
2024-02-25,41.6
2024-02-26,30.4
2024-02-27,43.2
2024-02-28,28.0
2024-02-29,36.8
2024-03-01,37.6
2024-03-02,39.2
2024-03-03,48.8
2024-03-04,35.2
2024-03-05,41.6
2024-03-06,44.0
2024-03-07,33.6
2024-03-08,43.2
2024-03-09,46.4
2024-03-10,28.8
2024-03-11,48.0
2024-03-12,51.2
2024-03-13,48.8
2024-03-14,35.2
2024-03-15,33.6
2024-03-16,36.8
2024-03-17,32.8
2024-03-18,39.2
2024-03-19,44.0
2024-03-20,36.8
