date,금융상품
2023-09-05,28.49999
2023-09-06,18.0
2023-09-07,36.5
2023-09-08,37.0
2023-09-09,17.5
2023-09-10,21.0
2023-09-11,42.0
2023-09-12,43.5
2023-09-13,44.0
2023-09-14,52.5
2023-09-15,27.5
2023-09-16,22.0
2023-09-17,20.0
2023-09-18,39.5
2023-09-19,40.0
2023-09-20,34.0
2023-09-21,32.5
2023-09-22,25.5
2023-09-23,16.0
2023-09-24,15.5
2023-09-25,48.0
2023-09-26,56.49999
2023-09-27,23.5
2023-09-28,10.5
2023-09-29,12.5
2023-09-30,12.0
2023-10-01,14.0
2023-10-02,16.0
2023-10-03,28.49999
2023-10-04,46.5
2023-10-05,30.5
2023-10-06,32.0
2023-10-07,15.0
2023-10-08,16.5
2023-10-09,29.0
2023-10-10,42.5
2023-10-11,38.5
2023-10-12,37.0
2023-10-13,35.0
2023-10-14,23.5
2023-10-15,26.0
2023-10-16,61.5
2023-10-17,68.99999
2023-10-18,54.0
2023-10-19,61.5
2023-10-20,55.0
2023-10-21,21.0
2023-10-22,24.5
2023-10-23,40.5
2023-10-24,43.5
2023-10-25,35.0
2023-10-26,40.99999
2023-10-27,30.5
2023-10-28,21.5
2023-10-29,29.5
2023-10-30,41.5
2023-10-31,44.5
2023-11-01,43.5
2023-11-02,35.5
2023-11-03,29.5
2023-11-04,15.0
2023-11-05,28.49999
2023-11-06,30.0
2023-11-07,43.5
2023-11-08,55.0
2023-11-09,44.0
2023-11-10,24.5
2023-11-11,18.0
2023-11-12,26.0
2023-11-13,44.0
2023-11-14,32.0
2023-11-15,34.0
2023-11-16,34.0
2023-11-17,31.5
2023-11-18,21.5
2023-11-19,23.5
2023-11-20,35.5
2023-11-21,35.0
2023-11-22,50.0
2023-11-23,43.0
2023-11-24,34.49999
2023-11-25,17.5
2023-11-26,23.5
2023-11-27,40.99999
2023-11-28,40.5
2023-11-29,33.0
2023-11-30,39.5
2023-12-01,35.5
2023-12-02,16.0
2023-12-03,24.5
2023-12-04,39.5
2023-12-05,38.0
2023-12-06,32.0
2023-12-07,37.5
2023-12-08,33.5
2023-12-09,18.5
2023-12-10,14.0
2023-12-11,25.5
2023-12-12,31.5
2023-12-13,31.0
2023-12-14,36.5
2023-12-15,81.49999
2023-12-16,13.5
2023-12-17,19.5
2023-12-18,38.0
2023-12-19,32.5
2023-12-20,51.5
2023-12-21,32.5
2023-12-22,22.5
2023-12-23,16.5
2023-12-24,12.0
2023-12-25,11.5
2023-12-26,22.0
2023-12-27,18.5
2023-12-28,28.0
2023-12-29,23.0
2023-12-30,9.5
2023-12-31,14.5
2024-01-01,19.0
2024-01-02,29.0
2024-01-03,25.0
2024-01-04,31.5
2024-01-05,22.0
2024-01-06,11.0
2024-01-07,15.0
2024-01-08,19.0
2024-01-09,31.0
2024-01-10,27.5
2024-01-11,26.0
2024-01-12,20.49999
2024-01-13,11.5
2024-01-14,18.0
2024-01-15,25.0
2024-01-16,27.0
2024-01-17,36.5
2024-01-18,21.0
2024-01-19,22.5
2024-01-20,15.5
2024-01-21,15.0
2024-01-22,29.0
2024-01-23,38.0
2024-01-24,27.0
2024-01-25,22.0
2024-01-26,25.5
2024-01-27,13.0
2024-01-28,14.5
2024-01-29,23.5
2024-01-30,36.0
2024-01-31,27.0
2024-02-01,27.0
2024-02-02,27.0
2024-02-03,13.0
2024-02-04,10.5
2024-02-05,26.0
2024-02-06,25.5
2024-02-07,25.0
2024-02-08,22.0
2024-02-09,15.0
2024-02-10,6.5
2024-02-11,10.0
2024-02-12,13.0
2024-02-13,26.0
2024-02-14,27.0
2024-02-15,28.49999
2024-02-16,22.5
2024-02-17,11.0
2024-02-18,17.5
2024-02-19,27.5
2024-02-20,28.0
2024-02-21,32.0
2024-02-22,27.0
2024-02-23,31.5
2024-02-24,18.0
2024-02-25,14.5
2024-02-26,30.5
2024-02-27,35.0
2024-02-28,25.5
2024-02-29,33.0
2024-03-01,14.5
2024-03-02,12.5
2024-03-03,17.5
2024-03-04,20.49999
2024-03-05,36.5
2024-03-06,30.0
2024-03-07,23.5
2024-03-08,30.5
2024-03-09,10.5
2024-03-10,17.5
2024-03-11,27.0
2024-03-12,40.99999
2024-03-13,29.0
2024-03-14,27.0
2024-03-15,35.5
2024-03-16,12.0
2024-03-17,15.0
2024-03-18,31.5
2024-03-19,25.0
2024-03-20,40.5
